Year,Box_Office_Rank,Name, Worldwide , Domestic , Foreign 
1995,92,Devil in a Blue Dress,"$16,140,822.00 ","$16,140,822.00 ", - 
1995,93,The Prophecy,"$16,115,878.00 ","$16,115,878.00 ", - 
1995,94,Across the Sea of Time,"$16,015,639.00 ","$16,015,639.00 ", - 
1995,95,Muriel's Wedding,"$15,482,277.00 ","$15,119,639.00 ","$362,638.00 "
1995,96,Mad Love,"$15,453,274.00 ","$15,453,274.00 ", - 
1995,97,Halloween: The Curse of Michael Myers,"$15,116,634.00 ","$15,116,634.00 ", - 
1995,98,Wings of Courage,"$15,054,636.00 ","$15,054,636.00 ", - 
1995,99,Kiss of Death,"$14,942,422.00 ","$14,942,422.00 ", - 
1995,100,Candyman: Farewell to the Flesh,"$13,941,216.00 ","$13,940,383.00 ", - 
1995,101,Nixon,"$13,681,765.00 ","$13,681,765.00 ", - 
1995,102,A Kid in King Arthur's Court,"$13,406,717.00 ","$13,406,717.00 ", - 
1995,103,Lord of Illusions,"$13,294,422.00 ","$13,294,422.00 ", - 
1995,104,Clockers,"$13,071,518.00 ","$13,071,518.00 ", - 
1995,105,Highlander: The Final Dimension,"$12,303,080.00 ","$12,303,080.00 ", - 
1995,106,Hideaway,"$12,201,255.00 ","$12,201,255.00 ", - 
1995,107,Roommates,"$12,096,881.00 ","$12,096,881.00 ", - 
1995,108,Bye Bye Love,"$12,096,673.00 ","$12,096,673.00 ", - 
1995,109,Tales from the Hood,"$11,837,928.00 ","$11,837,928.00 ", - 
1995,110,Far from Home: The Adventures of Yellow Dog,"$11,642,946.00 ","$11,642,946.00 ", - 
1995,111,Fair Game,"$11,534,477.00 ","$11,534,477.00 ", - 
1995,112,Balto,"$11,348,324.00 ","$11,348,324.00 ", - 
1995,113,My Family,"$11,079,373.00 ","$11,079,373.00 ", - 
1995,114,The Englishman Who Went Up a Hill But Came Down a Mountain,"$10,904,930.00 ","$10,904,930.00 ", - 
1995,115,Dracula: Dead and Loving It,"$10,772,144.00 ","$10,772,144.00 ", - 
1995,116,The Brothers McMullen,"$10,426,506.00 ","$10,426,506.00 ", - 
1995,117,The Scarlet Letter,"$10,382,407.00 ","$10,382,407.00 ", - 
1995,118,Cutthroat Island,"$10,017,322.00 ","$10,017,322.00 ", - 
1995,119,A Little Princess,"$10,015,449.00 ","$10,015,449.00 ", - 
1995,120,Jade,"$9,851,610.00 ","$9,851,610.00 ", - 
1995,121,The Baby-Sitters Club,"$9,685,976.00 ","$9,685,976.00 ", - 
1995,122,Village of the Damned,"$9,418,365.00 ","$9,418,365.00 ", - 
1995,123,In the Mouth of Madness,"$8,926,413.00 ","$8,924,549.00 ", - 
1995,124,Shallow Grave,"$8,386,229.00 ","$2,079,569.00 ","$6,306,549.00 "
1995,125,Smoke,"$8,367,636.00 ","$8,367,636.00 ", - 
1995,126,Tall Tale,"$8,247,627.00 ","$8,247,627.00 ", - 
1995,127,Nick of Time,"$8,175,346.00 ","$8,175,346.00 ", - 
1995,128,Strange Days,"$7,961,210.00 ","$7,959,291.00 ", - 
1995,129,Unstrung Heroes,"$7,929,434.00 ","$7,929,434.00 ", - 
1995,130,Bushwhacked,"$7,919,823.00 ","$7,919,823.00 ", - 
1995,131,Losing Isaiah,"$7,603,766.00 ","$7,603,766.00 ", - 
1995,132,Hackers,"$7,563,728.00 ","$7,563,728.00 ", - 
1995,133,The Jerky Boys,"$7,557,877.00 ","$7,557,877.00 ", - 
1995,134,The Amazing Panda Adventure,"$7,506,759.00 ","$7,506,759.00 ", - 
1995,135,Kids,"$7,412,216.00 ","$7,412,216.00 ", - 
1995,136,Three Wishes,"$7,027,517.00 ","$7,027,517.00 ", - 
1995,137,Last of the Dogmen,"$7,024,389.00 ","$7,024,389.00 ", - 
1995,138,Never Talk to Strangers,"$6,858,261.00 ","$6,858,261.00 ", - 
1995,139,Panther,"$6,834,525.00 ","$6,834,525.00 ", - 
1995,140,The Hunted,"$6,609,661.00 ","$6,609,661.00 ", - 
1995,141,Mighty Aphrodite,"$6,468,498.00 ","$6,468,498.00 ", - 
1995,142,The Secret of Roan Inish,"$6,159,269.00 ","$6,159,269.00 ", - 
1995,143,Before Sunrise,"$6,116,432.00 ","$5,535,405.00 ","$574,300.00 "
1995,144,Gold Diggers: The Secret of Bear Mountain,"$6,029,091.00 ","$6,029,091.00 ", - 
1995,145,The Walking Dead,"$6,014,341.00 ","$6,014,341.00 ", - 
1995,146,The Tie That Binds,"$5,830,454.00 ","$5,772,529.00 ","$57,925.00 "
1995,147,Beyond Rangoon,"$5,750,110.00 ","$5,750,110.00 ", - 
1995,148,Persuasion,"$5,269,757.00 ","$5,269,757.00 ", - 
1995,149,Miami Rhapsody,"$5,221,281.00 ","$5,221,281.00 ", - 
1995,150,Top Dog,"$5,093,707.00 ","$5,093,707.00 ", - 
1995,151,Angus,"$4,821,759.00 ","$4,821,759.00 ", - 
1995,152,National Lampoon's Senior Trip,"$4,686,937.00 ","$4,686,937.00 ", - 
1995,153,Four Rooms,"$4,257,354.00 ","$4,257,354.00 ", - 
1995,154,Exotica,"$4,221,036.00 ","$4,221,036.00 ", - 
1995,155,Priest,"$4,165,845.00 ","$4,165,845.00 ", - 
1995,156,Tank Girl,"$4,064,495.00 ","$4,064,495.00 ", - 
1995,157,Belle de Jour,"$4,037,380.00 ","$4,037,017.00 ", - 
1995,158,Restoration,"$4,005,941.00 ","$4,005,941.00 ", - 
1995,159,Fluke,"$3,987,768.00 ","$3,987,768.00 ", - 
1995,160,The Pebble and the Penguin,"$3,983,912.00 ","$3,983,912.00 ", - 
1995,161,Gordy,"$3,941,146.00 ","$3,941,146.00 ", - 
1995,162,White Man's Burden,"$3,734,870.00 ","$3,734,870.00 ", - 
1995,163,Born to Be Wild,"$3,730,409.00 ","$3,730,409.00 ", - 
1995,164,Bad Company,"$3,674,841.00 ","$3,674,841.00 ", - 
1995,165,New Jersey Drive,"$3,565,508.00 ","$3,565,508.00 ", - 
1995,166,Jeffrey,"$3,487,767.00 ","$3,487,767.00 ", - 
1995,167,The Glass Shield,"$3,291,163.00 ","$3,291,163.00 ", - 
1995,168,Carrington,"$3,242,342.00 ","$3,242,342.00 ", - 
1995,169,Steal Big Steal Little,"$3,150,170.00 ","$3,150,170.00 ", - 
1995,170,Crumb,"$3,041,083.00 ","$3,041,083.00 ", - 
1995,171,Unzipped,"$2,875,086.00 ","$2,875,086.00 ", - 
1995,172,Othello,"$2,844,379.00 ","$2,844,379.00 ", - 
1995,173,The Perez Family,"$2,832,826.00 ","$2,832,826.00 ", - 
1995,174,Dr. Jekyll and Ms. Hyde,"$2,763,020.00 ","$2,763,020.00 ", - 
1995,175,The Show,"$2,702,578.00 ","$2,702,578.00 ", - 
1995,176,Richard III,"$2,684,904.00 ","$2,684,904.00 ", - 
1995,177,Magic in the Water,"$2,680,717.00 ","$2,680,717.00 ", - 
1995,178,The Cure,"$2,568,425.00 ","$2,568,425.00 ", - 
1995,179,Moonlight and Valentino,"$2,484,226.00 ","$2,484,226.00 ", - 
1995,180,Jefferson in Paris,"$2,473,668.00 ","$2,473,668.00 ", - 
1995,181,The Basketball Diaries,"$2,381,087.00 ","$2,381,087.00 ", - 
1995,182,Burnt by the Sun,"$2,302,338.00 ","$2,302,338.00 ", - 
1995,183,The Incredibly True Adventure of Two Girls in Love,"$2,210,408.00 ","$2,210,408.00 ", - 
1995,184,Wild Bill,"$2,193,982.00 ","$2,193,982.00 ", - 
1995,185,Mallrats,"$2,122,561.00 ","$2,122,561.00 ", - 
1995,186,A Month by the Lake,"$2,101,087.00 ","$2,101,087.00 ", - 
1995,187,Shanghai Triad,"$2,086,101.00 ","$2,086,101.00 ", - 
1995,188,Strawberry & Chocolate,"$2,084,187.00 ","$2,080,805.00 ","$3,382.00 "
1995,189,Endless Winter,"$1,966,454.00 ","$1,966,454.00 ", - 
1995,190,The City of Lost Children,"$1,783,348.00 ","$1,738,611.00 ","$43,139.00 "
1995,191,The Mangler,"$1,781,383.00 ","$1,781,383.00 ", - 
1995,192,Once Were Warriors,"$1,608,610.00 ","$1,608,570.00 ", - 
1995,193,Farinelli,"$1,573,411.00 ","$1,573,411.00 ", - 
1995,194,The Horseman on the Roof,"$1,320,043.00 ","$1,320,043.00 ", - 
1995,195,Blue in the Face,"$1,268,636.00 ","$1,268,636.00 ", - 
1995,196,Picture Bride,"$1,238,905.00 ","$1,238,905.00 ", - 
1995,197,Destiny Turns on the Radio,"$1,176,982.00 ","$1,176,982.00 ", - 
1995,198,La seconda volta,"$1,151,013.00 ", - ,"$1,151,013.00 "
1995,199,Mute Witness,"$1,125,910.00 ","$1,125,910.00 ", - 
1995,200,Living in Oblivion,"$1,111,790.00 ","$1,111,790.00 ", - 
1994,1,The Lion King,"$771,055,561.00 ","$312,855,561.00 ","$458,200,000.00 "
1994,2,Forrest Gump,"$329,833,871.00 ","$329,694,499.00 ","$137,862.00 "
1994,3,True Lies,"$146,283,741.00 ","$146,282,411.00 ", - 
1994,4,The Santa Clause,"$144,833,964.00 ","$144,833,357.00 ",$165.00 
1994,5,The Flintstones,"$130,531,208.00 ","$130,531,208.00 ", - 
1994,6,Dumb and Dumber,"$127,176,610.00 ","$127,175,374.00 ",$294.00 
1994,7,Clear and Present Danger,"$122,187,717.00 ","$122,187,717.00 ", - 
1994,8,Speed,"$121,250,382.00 ","$121,248,145.00 ", - 
1994,9,The Mask,"$119,954,466.00 ","$119,938,730.00 ","$15,274.00 "
1994,10,Pulp Fiction,"$108,143,702.00 ","$107,928,762.00 ","$214,940.00 "
1994,11,Interview with the Vampire,"$105,301,104.00 ","$105,264,608.00 ","$31,262.00 "
1994,12,Maverick,"$101,631,272.00 ","$101,631,272.00 ", - 
1994,13,Street Fighter,"$99,431,786.00 ","$33,423,521.00 ","$66,008,265.00 "
1994,14,The Client,"$92,115,211.00 ","$92,115,211.00 ", - 
1994,15,Disclosure,"$83,015,089.00 ","$83,015,089.00 ", - 
1994,16,Star Trek: Generations,"$75,671,125.00 ","$75,671,125.00 ", - 
1994,17,Ace Ventura: Pet Detective,"$72,217,892.00 ","$72,217,396.00 ", - 
1994,18,Stargate,"$71,568,987.00 ","$71,567,262.00 ", - 
1994,19,Legends of the Fall,"$66,638,883.00 ","$66,638,883.00 ", - 
1994,20,Wolf,"$65,002,597.00 ","$65,002,597.00 ", - 
1994,21,The Specialist,"$57,362,582.00 ","$57,362,582.00 ", - 
1994,22,Four Weddings and a Funeral,"$52,700,832.00 ","$52,700,832.00 ", - 
1994,23,The Little Rascals,"$52,125,282.00 ","$52,125,282.00 ", - 
1994,24,Naked Gun 33 1/3: The Final Insult,"$51,132,598.00 ","$51,132,598.00 ", - 
1994,25,The Crow,"$50,715,004.00 ","$50,693,129.00 ","$21,875.00 "
1994,26,Natural Born Killers,"$50,285,244.00 ","$50,282,766.00 ", - 
1994,27,Angels in the Outfield,"$50,236,831.00 ","$50,236,831.00 ", - 
1994,28,Little Women,"$50,085,123.00 ","$50,083,616.00 ", - 
1994,29,When a Man Loves a Woman,"$50,021,959.00 ","$50,021,959.00 ", - 
1994,30,The River Wild,"$46,816,343.00 ","$46,816,343.00 ", - 
1994,31,D2: The Mighty Ducks,"$45,610,410.00 ","$45,610,410.00 ", - 
1994,32,Timecop,"$44,853,868.00 ","$44,853,581.00 ", - 
1994,33,City Slickers II: The Legend of Curly's Gold,"$43,622,150.00 ","$43,622,150.00 ", - 
1994,34,The Jungle Book,"$43,229,904.00 ","$43,229,904.00 ", - 
1994,35,Beverly Hills Cop III,"$42,614,912.00 ","$42,614,912.00 ", - 
1994,36,Nobody's Fool,"$39,491,975.00 ","$39,491,975.00 ", - 
1994,37,The Paper,"$38,824,341.00 ","$38,824,341.00 ", - 
1994,38,On Deadly Ground,"$38,590,458.00 ","$38,590,458.00 ", - 
1994,39,Richie Rich,"$38,087,756.00 ","$38,087,756.00 ", - 
1994,40,It Could Happen to You,"$37,939,757.00 ","$37,939,757.00 ", - 
1994,41,Junior,"$36,763,355.00 ","$36,763,355.00 ", - 
1994,42,Nell,"$33,683,817.00 ","$33,683,817.00 ", - 
1994,43,The Shadow,"$32,063,435.00 ","$32,063,435.00 ", - 
1994,44,I Love Trouble,"$30,806,194.00 ","$30,806,194.00 ", - 
1994,45,Major League II,"$30,626,182.00 ","$30,626,182.00 ", - 
1994,46,Blank Check,"$30,577,969.00 ","$30,577,969.00 ", - 
1994,47,Blown Away,"$30,156,002.00 ","$30,156,002.00 ", - 
1994,48,A Low Down Dirty Shame,"$29,392,418.00 ","$29,392,418.00 ", - 
1994,49,In the Army Now,"$28,881,266.00 ","$28,881,266.00 ", - 
1994,50,Drop Zone,"$28,735,315.00 ","$28,735,315.00 ", - 
1994,51,The Shawshank Redemption,"$28,706,036.00 ","$28,341,469.00 ","$359,074.00 "
1994,52,Guarding Tess,"$27,058,304.00 ","$27,058,304.00 ", - 
1994,53,I.Q.,"$26,381,221.00 ","$26,381,221.00 ", - 
1994,54,My Father the Hero,"$25,479,558.00 ","$25,479,558.00 ", - 
1994,55,Wyatt Earp,"$25,052,000.00 ","$25,052,000.00 ", - 
1994,56,Quiz Show,"$24,822,619.00 ","$24,822,619.00 ", - 
1994,57,Renaissance Man,"$24,332,324.00 ","$24,332,324.00 ", - 
1994,58,Blue Chips,"$23,070,663.00 ","$23,070,663.00 ", - 
1994,59,Frankenstein,"$22,006,296.00 ","$22,006,296.00 ", - 
1994,60,Intersection,"$21,355,893.00 ","$21,355,893.00 ", - 
1994,61,The Air Up There,"$21,011,318.00 ","$21,011,318.00 ", - 
1994,62,Iron Will,"$21,006,361.00 ","$21,006,361.00 ", - 
1994,63,Reality Bites,"$20,982,763.00 ","$20,982,557.00 ", - 
1994,64,Jason's Lyric,"$20,851,521.00 ","$20,851,521.00 ", - 
1994,65,Speechless,"$20,667,959.00 ","$20,667,959.00 ", - 
1994,66,The Cowboy Way,"$20,280,016.00 ","$20,280,016.00 ", - 
1994,67,"Corrina, Corrina","$20,164,171.00 ","$20,164,171.00 ", - 
1994,68,Only You,"$20,059,210.00 ","$20,059,210.00 ", - 
1994,69,With Honors,"$20,016,254.00 ","$20,016,254.00 ", - 
1994,70,Léon: The Professional,"$19,933,764.00 ","$19,501,238.00 ","$432,027.00 "
1994,71,Color of Night,"$19,726,050.00 ","$19,726,050.00 ", - 
1994,72,New Nightmare,"$19,721,741.00 ","$18,090,181.00 ","$1,631,560.00 "
1994,73,8 Seconds,"$19,623,396.00 ","$19,623,396.00 ", - 
1994,74,Little Giants,"$19,306,362.00 ","$19,306,362.00 ", - 
1994,75,House Party 3,"$19,281,235.00 ","$19,281,235.00 ", - 
1994,76,Getting Even with Dad,"$18,869,594.00 ","$18,869,594.00 ", - 
1994,77,Love Affair,"$18,272,894.00 ","$18,272,894.00 ", - 
1994,78,Sugar Hill,"$18,225,518.00 ","$18,225,518.00 ", - 
1994,79,Milk Money,"$18,137,661.00 ","$18,137,661.00 ", - 
1994,80,My Girl 2,"$17,359,799.00 ","$17,359,799.00 ", - 
1994,81,Miracle on 34th Street,"$17,326,406.00 ","$17,320,136.00 ","$6,270.00 "
1994,82,The War,"$16,928,556.00 ","$16,928,556.00 ", - 
1994,83,Baby's Day Out,"$16,827,402.00 ","$16,827,402.00 ", - 
1994,84,Lightning Jack,"$16,821,273.00 ","$16,821,273.00 ", - 
1994,85,Andre,"$16,820,893.00 ","$16,820,893.00 ", - 
1994,86,Blink,"$16,696,219.00 ","$16,696,219.00 ", - 
1994,87,Terminal Velocity,"$16,487,349.00 ","$16,487,349.00 ", - 
1994,88,Monkey Trouble,"$16,453,258.00 ","$16,453,258.00 ", - 
1994,89,Above the Rim,"$16,192,320.00 ","$16,192,320.00 ", - 
1994,90,The Getaway,"$16,094,974.00 ","$16,094,974.00 ", - 
1994,91,The Next Karate Kid,"$15,876,353.00 ","$8,914,777.00 ","$6,961,576.00 "
1994,92,No Escape,"$15,339,030.00 ","$15,339,030.00 ", - 
1994,93,Bad Girls,"$15,240,435.00 ","$15,240,435.00 ", - 
1994,94,The Madness of King George,"$15,238,689.00 ","$15,238,689.00 ", - 
1994,95,Threesome,"$14,815,317.00 ","$14,815,317.00 ", - 
1994,96,The Pagemaster,"$13,670,688.00 ","$13,670,688.00 ", - 
1994,97,Crooklyn,"$13,642,861.00 ","$13,642,861.00 ", - 
1994,98,Bullets Over Broadway,"$13,383,747.00 ","$13,383,747.00 ", - 
1994,99,Greedy,"$13,137,484.00 ","$13,137,484.00 ", - 
1994,100,Little Big League,"$12,267,790.00 ","$12,267,790.00 ", - 
1994,101,3 Ninjas Kick Back,"$11,798,854.00 ","$11,798,854.00 ", - 
1994,102,The Ref,"$11,439,193.00 ","$11,439,193.00 ", - 
1994,103,Cops and Robbersons,"$11,391,093.00 ","$11,391,093.00 ", - 
1994,104,Thumbelina,"$11,373,501.00 ","$11,373,501.00 ", - 
1994,105,Ready to Wear,"$11,300,653.00 ","$11,300,653.00 ", - 
1994,106,"The Adventures of Priscilla, Queen of the Desert","$11,257,521.00 ","$11,220,670.00 ","$15,807.00 "
1994,107,Camp Nowhere,"$10,475,705.00 ","$10,475,705.00 ", - 
1994,108,I'll Do Anything,"$10,424,645.00 ","$10,424,645.00 ", - 
1994,109,Martin Lawrence: You So Crazy,"$10,184,701.00 ","$10,184,701.00 ", - 
1994,110,Lassie,"$9,994,609.00 ","$9,979,683.00 ","$14,926.00 "
1994,111,Immortal Beloved,"$9,914,409.00 ","$9,914,409.00 ", - 
1994,112,The Swan Princess,"$9,771,658.00 ","$9,771,658.00 ", - 
1994,113,Angie,"$9,398,308.00 ","$9,398,308.00 ", - 
1994,114,The Inkwell,"$8,880,705.00 ","$8,880,705.00 ", - 
1994,115,White Fang 2: Myth of the White Wolf,"$8,878,839.00 ","$8,878,839.00 ", - 
1994,116,The Puppet Masters,"$8,647,042.00 ","$8,647,042.00 ", - 
1994,117,Fresh,"$8,094,616.00 ","$8,094,616.00 ", - 
1994,118,The Nightmare Before Christmas 1994 Re-release,"$8,016,418.00 ", - ,"$8,016,418.00 "
1994,119,Blankman,"$7,941,977.00 ","$7,941,977.00 ", - 
1994,120,The Chase,"$7,924,955.00 ","$7,924,955.00 ", - 
1994,121,Hoop Dreams,"$7,830,611.00 ","$7,830,611.00 ", - 
1994,122,Serial Mom,"$7,823,437.00 ","$7,820,688.00 ","$2,749.00 "
1994,123,Sirens,"$7,770,731.00 ","$7,770,731.00 ", - 
1994,124,Surviving the Game,"$7,727,256.00 ","$7,727,256.00 ", - 
1994,125,Clifford,"$7,408,745.00 ","$7,408,745.00 ", - 
1994,126,Clean Slate,"$7,355,425.00 ","$7,355,425.00 ", - 
1994,127,Eat Drink Man Woman,"$7,294,403.00 ","$7,294,403.00 ", - 
1994,128,Barcelona,"$7,266,973.00 ","$7,266,973.00 ", - 
1994,129,North,"$7,182,747.00 ","$7,182,747.00 ", - 
1994,130,Trial by Jury,"$6,971,777.00 ","$6,971,777.00 ", - 
1994,131,Exit to Eden,"$6,841,570.00 ","$6,841,570.00 ", - 
1994,132,Mixed Nuts,"$6,821,850.00 ","$6,821,850.00 ", - 
1994,133,The Road to Wellville,"$6,562,513.00 ","$6,562,513.00 ", - 
1994,134,The House of the Spirits,"$6,265,311.00 ","$6,265,311.00 ", - 
1994,135,Widows' Peak,"$6,243,722.00 ","$6,243,722.00 ", - 
1994,136,Trapped in Paradise,"$6,017,509.00 ","$6,017,509.00 ", - 
1994,137,Ed Wood,"$5,887,974.00 ","$5,887,457.00 ", - 
1994,138,The Last Seduction,"$5,842,603.00 ","$5,842,603.00 ", - 
1994,139,Airheads,"$5,751,882.00 ","$5,751,882.00 ", - 
1994,140,Belle Epoque,"$5,418,502.00 ","$5,418,216.00 ",$286.00 
1994,141,Little Buddha,"$4,885,392.00 ","$4,858,139.00 ","$27,253.00 "
1994,142,Backbeat,"$4,708,451.00 ","$2,392,589.00 ","$2,315,862.00 "
1994,143,Black Beauty,"$4,630,377.00 ","$4,630,377.00 ", - 
1994,144,Wagons East,"$4,412,297.00 ","$4,412,297.00 ", - 
1994,145,Brainscan,"$4,352,094.00 ","$4,352,094.00 ", - 
1994,146,PCU,"$4,330,020.00 ","$4,330,020.00 ", - 
1994,147,Jimmy Hollywood,"$3,783,003.00 ","$3,783,003.00 ", - 
1994,148,Cabin Boy,"$3,662,459.00 ","$3,662,459.00 ", - 
1994,149,Three Colors: Red,"$3,599,538.00 ","$3,581,969.00 ","$17,569.00 "
1994,150,A Simple Twist of Fate,"$3,430,583.00 ","$3,430,583.00 ", - 
1994,151,Gunmen,"$3,411,885.00 ","$3,411,885.00 ", - 
1994,152,Blue Sky,"$3,359,465.00 ","$3,359,465.00 ", - 
1994,153,Squanto: A Warrior's Tale,"$3,342,223.00 ","$3,342,223.00 ", - 
1994,154,Romeo Is Bleeding,"$3,275,585.00 ","$3,275,585.00 ", - 
1994,155,My Crazy Life,"$3,267,313.00 ","$3,267,313.00 ", - 
1994,156,Silent Fall,"$3,180,674.00 ","$3,180,674.00 ", - 
1994,157,Clerks,"$3,151,130.00 ","$3,151,130.00 ", - 
1994,158,The Favor,"$3,134,381.00 ","$3,134,381.00 ", - 
1994,159,Death and the Maiden,"$3,103,716.00 ","$3,103,716.00 ", - 
1994,160,Princess Caraboo,"$3,062,530.00 ","$3,062,530.00 ", - 
1994,161,Heavenly Creatures,"$3,049,950.00 ","$3,049,135.00 ",$815.00 
1994,162,China Moon,"$3,038,499.00 ","$3,038,499.00 ", - 
1994,163,The Hudsucker Proxy,"$2,816,518.00 ","$2,816,518.00 ", - 
1994,164,The Scout,"$2,694,234.00 ","$2,694,234.00 ", - 
1994,165,Red Rock West,"$2,502,551.00 ","$2,502,551.00 ", - 
1994,166,Double Dragon,"$2,341,309.00 ","$2,341,309.00 ", - 
1994,167,To Live,"$2,332,728.00 ","$2,332,728.00 ", - 
1994,168,A Good Man in Africa,"$2,308,390.00 ","$2,308,390.00 ", - 
1994,169,Leprechaun 2,"$2,260,622.00 ","$2,260,622.00 ", - 
1994,170,The Endless Summer 2,"$2,155,385.00 ","$2,155,385.00 ", - 
1994,171,Mrs. Parker and the Vicious Circle,"$2,144,667.00 ","$2,144,667.00 ", - 
1994,172,The Princess and the Goblin,"$2,105,078.00 ","$2,105,078.00 ", - 
1994,173,Kika,"$2,019,581.00 ","$2,019,581.00 ", - 
1994,174,Vertical Reality,"$1,951,429.00 ","$1,951,429.00 ", - 
1994,175,Bitter Moon,"$1,862,805.00 ","$1,862,805.00 ", - 
1994,176,I Like It Like That,"$1,760,527.00 ","$1,760,527.00 ", - 
1994,177,Vanya on 42nd Street,"$1,746,050.00 ","$1,746,050.00 ", - 
1994,178,Even Cowgirls Get the Blues,"$1,708,873.00 ","$1,708,873.00 ", - 
1994,179,Death Wish: The Face of Death,"$1,702,394.00 ","$1,702,394.00 ", - 
1994,180,The Scent of Green Papaya,"$1,700,992.00 ","$1,700,992.00 ", - 
1994,181,Safe Passage,"$1,618,282.00 ","$1,618,282.00 ", - 
1994,182,Chasers,"$1,596,687.00 ","$1,596,687.00 ", - 
1994,183,Being Human,"$1,519,366.00 ","$1,519,366.00 ", - 
1994,184,Spanking the Monkey,"$1,359,736.00 ","$1,359,736.00 ", - 
1994,185,Radioland Murders,"$1,316,865.00 ","$1,316,865.00 ", - 
1994,186,Queen Margot,"$1,292,232.00 ","$1,292,232.00 ", - 
1994,187,Three Colors: White,"$1,247,122.00 ","$1,237,219.00 ","$9,903.00 "
1994,188,"Car 54, Where Are You?","$1,238,080.00 ","$1,238,080.00 ", - 
1994,189,A Million to Juan,"$1,220,842.00 ","$1,220,842.00 ", - 
1994,190,"Ciao, Professore!","$1,113,435.00 ","$1,113,435.00 ", - 
1994,191,Naked in New York,"$1,038,959.00 ","$1,038,959.00 ", - 
1994,192,Cobb,"$1,007,583.00 ","$1,007,583.00 ", - 
1994,193,A Man of No Importance,"$920,916.00 ","$920,916.00 ", - 
1994,194,Mother's Boys,"$737,548.00 ","$737,548.00 ", - 
1994,195,Drop Squad,"$734,693.00 ","$734,693.00 ", - 
1994,196,Holy Matrimony,"$713,234.00 ","$713,234.00 ", - 
1994,197,Savage Nights,"$662,341.00 ","$662,341.00 ", - 
1994,198,Cronos,"$621,392.00 ","$621,392.00 ", - 
1994,199,The Advocate,"$602,329.00 ","$602,329.00 ", - 
1994,200,Where the Rivers Flow North,"$595,505.00 ","$595,505.00 ", - 
1993,1,Jurassic Park,"$978,167,947.00 ","$357,067,947.00 ","$621,100,000.00 "
1993,2,Mrs. Doubtfire,"$219,196,147.00 ","$219,195,243.00 ", - 
1993,3,The Fugitive,"$183,875,799.00 ","$183,875,760.00 ",$39.00 
1993,4,The Firm,"$158,348,367.00 ","$158,348,367.00 ", - 
1993,5,Sleepless in Seattle,"$126,760,065.00 ","$126,680,884.00 ","$78,580.00 "
1993,6,Indecent Proposal,"$106,614,059.00 ","$106,614,059.00 ", - 
1993,7,In the Line of Fire,"$102,314,823.00 ","$102,314,823.00 ", - 
1993,8,The Pelican Brief,"$100,768,056.00 ","$100,768,056.00 ", - 
1993,9,Schindler's List,"$96,065,768.00 ","$96,065,768.00 ", - 
1993,10,Cliffhanger,"$84,093,147.00 ","$84,049,211.00 ","$43,936.00 "
1993,11,Free Willy,"$77,698,625.00 ","$77,698,625.00 ", - 
1993,12,Philadelphia,"$77,446,440.00 ","$77,446,440.00 ", - 
1993,13,Groundhog Day,"$70,907,146.00 ","$70,906,973.00 ", - 
1993,14,Grumpy Old Men,"$70,172,621.00 ","$70,172,621.00 ", - 
1993,15,Cool Runnings,"$68,863,508.00 ","$68,856,263.00 ", - 
1993,16,Dave,"$63,270,710.00 ","$63,270,710.00 ", - 
1993,17,Rising Sun,"$63,179,523.00 ","$63,179,523.00 ", - 
1993,18,Demolition Man,"$58,055,768.00 ","$58,055,768.00 ", - 
1993,19,Sister Act 2: Back in the Habit,"$57,319,029.00 ","$57,319,029.00 ", - 
1993,20,Tombstone,"$56,505,065.00 ","$56,505,065.00 ", - 
1993,21,The Three Musketeers,"$53,898,845.00 ","$53,898,845.00 ", - 
1993,22,Rookie of the Year,"$53,615,089.00 ","$53,615,089.00 ", - 
1993,23,Beethoven's 2nd,"$53,443,066.00 ","$53,443,066.00 ", - 
1993,24,Dennis the Menace,"$51,270,765.00 ","$51,270,765.00 ", - 
1993,25,Sommersby,"$50,081,992.00 ","$50,081,992.00 ", - 
1993,26,The Nightmare Before Christmas,"$50,037,453.00 ","$50,003,043.00 ","$30,826.00 "
1993,27,Last Action Hero,"$50,016,394.00 ","$50,016,394.00 ", - 
1993,28,Addams Family Values,"$48,919,043.00 ","$48,919,043.00 ", - 
1993,29,Malice,"$46,405,336.00 ","$46,405,336.00 ", - 
1993,30,Made in America,"$44,942,695.00 ","$44,942,695.00 ", - 
1993,31,The Good Son,"$44,789,789.00 ","$44,789,789.00 ", - 
1993,32,The Beverly Hillbillies,"$44,029,386.00 ","$44,029,386.00 ", - 
1993,33,Teenage Mutant Ninja Turtles III,"$42,273,609.00 ","$42,273,609.00 ", - 
1993,34,Homeward Bound: The Incredible Journey,"$41,833,324.00 ","$41,833,324.00 ", - 
1993,35,Snow White and the Seven Dwarfs 1993 Re-release,"$41,634,471.00 ","$41,634,471.00 ", - 
1993,36,Falling Down,"$40,903,593.00 ","$40,903,593.00 ", - 
1993,37,The Piano,"$40,158,066.00 ","$40,157,856.00 ", - 
1993,38,Hocus Pocus,"$39,524,070.00 ","$39,514,713.00 ","$8,994.00 "
1993,39,What's Love Got to Do with It,"$39,100,956.00 ","$39,100,956.00 ", - 
1993,40,Hot Shots! Part Deux,"$38,922,972.00 ","$38,922,972.00 ", - 
1993,41,Carlito's Way,"$36,948,322.00 ","$36,948,322.00 ", - 
