Date,Name,Year,Letterboxd URI,Rating,Rewatch,Watched Date
1/17/2025,Old,2021,https://boxd.it/8uWfFD,2.5,,1/15/2025
1/17/2025,Juror #2,2024,https://boxd.it/8v0xiF,4,,1/16/2025
1/21/2025,The Master,2012,https://boxd.it/8yOEIx,4,,1/20/2025
1/25/2025,Civil War,2024,https://boxd.it/8BClIh,4,,1/24/2025
1/26/2025,Dave,1993,https://boxd.it/8CuSLL,3.5,,1/25/2025
1/30/2025,Blink Twice,2024,https://boxd.it/8FkUvH,3,,1/26/2025
2/5/2025,Killers of the Flower Moon,2023,https://boxd.it/8JS2RN,4,,2/4/2025
2/6/2025,Wolfs,2024,https://boxd.it/8Kt2Lz,3,,2/5/2025
2/7/2025,Lars and the Real Girl,2007,https://boxd.it/8L1kDL,4.5,,2/6/2025
2/9/2025,The Florida Project,2017,https://boxd.it/8LTH4R,4,,2/7/2025
2/14/2025,My Old Ass,2024,https://boxd.it/8P9axb,3,,2/10/2025
2/14/2025,Final Destination,2000,https://boxd.it/8P9b0x,3,,2/11/2025
2/14/2025,Final Destination 2,2003,https://boxd.it/8P9bA1,2.5,,2/12/2025
2/14/2025,Final Destination 3,2006,https://boxd.it/8P9bV9,3.5,,2/12/2025
2/16/2025,Wonka,2023,https://boxd.it/8QEvEj,2.5,,2/14/2025
2/16/2025,The Gorge,2025,https://boxd.it/8QHEF7,3,,2/14/2025
2/17/2025,Inside Out 2,2024,https://boxd.it/8RCjtD,4.5,Yes,2/15/2025
2/17/2025,Longlegs,2024,https://boxd.it/8RGLZb,3.5,,2/16/2025
2/22/2025,Captain America: Brave New World,2025,https://boxd.it/8UM563,2.5,,2/21/2025
2/23/2025,Nosferatu,2024,https://boxd.it/8VvOfJ,4.5,,2/22/2025
2/25/2025,Marrowbone,2017,https://boxd.it/8WtqGV,4,,2/23/2025
3/1/2025,Howl's Moving Castle,2004,https://boxd.it/8Z6OWz,4.5,Yes,2/28/2025
3/9/2025,Knives Out,2019,https://boxd.it/94ujbl,4.5,Yes,3/7/2025
3/9/2025,Heretic,2024,https://boxd.it/94ujB9,4,,3/8/2025
3/10/2025,Smile 2,2024,https://boxd.it/95fJA1,3.5,,3/9/2025
3/11/2025,Heist,2001,https://boxd.it/95MyuR,3,,3/10/2025
3/11/2025,Bonnie and Clyde,1967,https://boxd.it/95MyYR,4.5,,3/10/2025
3/12/2025,Meet the Parents,2000,https://boxd.it/96r3kD,3.5,Yes,3/10/2025
3/12/2025,Meet the Fockers,2004,https://boxd.it/96r3Et,3,,3/11/2025
3/13/2025,Parasite,2019,https://boxd.it/96ULFN,5,Yes,3/12/2025
3/15/2025,House at the End of the Street,2012,https://boxd.it/97BEl3,1.5,,3/13/2025
3/19/2025,Anora,2024,https://boxd.it/9aCudn,4,,3/17/2025
3/19/2025,Moana 2,2024,https://boxd.it/9aCwLh,2.5,,3/18/2025
3/20/2025,Juno,2007,https://boxd.it/9aKEyB,4,Yes,3/18/2025
4/1/2025,Sonic the Hedgehog 2,2022,https://boxd.it/9hCQ7J,3,,3/30/2025
4/6/2025,A Minecraft Movie,2025,https://boxd.it/9kn25P,2.5,,4/5/2025
4/8/2025,The Game,1997,https://boxd.it/9lEtex,3.5,Yes,4/6/2025
4/8/2025,Talk to Me,2022,https://boxd.it/9lXjeF,3.5,,4/7/2025
4/10/2025,A Real Pain,2024,https://boxd.it/9mWqof,4,,4/9/2025
4/15/2025,Gone Girl,2014,https://boxd.it/9pHxxP,4.5,Yes,4/14/2025
4/17/2025,The Hitman's Bodyguard,2017,https://boxd.it/9qJ2Wd,3,,4/14/2025
4/21/2025,Companion,2025,https://boxd.it/9thGYf,4,,4/19/2025
4/25/2025,Pride & Prejudice,2005,https://boxd.it/9vPfpj,4.5,Yes,4/23/2025
4/29/2025,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/9ylJe3,4.5,Yes,4/27/2025
5/3/2025,Spider-Man: Far From Home,2019,https://boxd.it/9Agvtr,3.5,Yes,4/28/2025
5/3/2025,The Proposal,2009,https://boxd.it/9AgHcH,4,Yes,4/29/2025
5/5/2025,Thunderbolts*,2025,https://boxd.it/9BKbIv,4,,5/4/2025
5/6/2025,Black Bag,2025,https://boxd.it/9CAnhF,4,,5/5/2025
5/10/2025,Mission: Impossible â€“ Ghost Protocol,2011,https://boxd.it/9Exzpt,4,Yes,5/9/2025
5/19/2025,Heart Eyes,2025,https://boxd.it/9JkT3h,3,,5/12/2025
5/19/2025,Mission: Impossible â€“ Rogue Nation,2015,https://boxd.it/9JkTER,4,Yes,5/14/2025
5/19/2025,Mission: Impossible â€“ Fallout,2018,https://boxd.it/9JkUlB,4.5,Yes,5/17/2025
5/19/2025,John Wick: Chapter 4,2023,https://boxd.it/9JFpN7,4.5,Yes,5/18/2025
5/26/2025,Mission: Impossible â€“ Dead Reckoning,2023,https://boxd.it/9NXTKT,4,Yes,5/24/2025
5/26/2025,Mission: Impossible â€“ The Final Reckoning,2025,https://boxd.it/9NXUmD,4,,5/25/2025
5/29/2025,50 First Dates,2004,https://boxd.it/9Q2jGp,3.5,,5/26/2025
5/29/2025,"Crazy, Stupid, Love.",2011,https://boxd.it/9Q2lN3,4,Yes,5/27/2025
5/29/2025,Get Out,2017,https://boxd.it/9Q2mn1,4.5,Yes,5/28/2025
6/2/2025,Chronicle,2012,https://boxd.it/9Si4Nb,4,Yes,5/28/2025
6/2/2025,Limitless,2011,https://boxd.it/9SidOd,3,Yes,5/29/2025
6/2/2025,Arrival,2016,https://boxd.it/9Sig5F,5,Yes,5/31/2025
6/4/2025,Inception,2010,https://boxd.it/9TsUHD,5,Yes,6/2/2025
6/5/2025,Interstellar,2014,https://boxd.it/9UcWGT,4.5,Yes,6/3/2025
6/5/2025,The Prestige,2006,https://boxd.it/9UcX5z,4.5,Yes,6/3/2025
6/16/2025,The AccountantÂ²,2025,https://boxd.it/a1a9eF,3,,6/5/2025
6/9/2025,Predator: Killer of Killers,2025,https://boxd.it/9WV3HP,4,,6/8/2025
6/12/2025,Barbarian,2022,https://boxd.it/9YCAJz,3.5,Yes,6/9/2025
6/12/2025,Ballerina,2025,https://boxd.it/9YCB5Z,4,,6/11/2025
6/16/2025,Total Recall,1990,https://boxd.it/a1aaWt,3.5,,6/13/2025
6/17/2025,Decision to Leave,2022,https://boxd.it/a1LZCj,4,,6/15/2025
6/24/2025,The Intern,2015,https://boxd.it/a6ysuZ,3.5,,6/23/2025
6/27/2025,Fallen,1998,https://boxd.it/a8qzFn,3,,6/26/2025
6/28/2025,A Simple Plan,1998,https://boxd.it/a8RNxh,4.5,,6/27/2025
7/1/2025,Elio,2025,https://boxd.it/ab8nhJ,4,,6/30/2025
7/2/2025,Cuckoo,2024,https://boxd.it/abGQL7,3,,6/30/2025
7/9/2025,Return to Me,2000,https://boxd.it/agDOVD,3.5,,7/3/2025
7/9/2025,My Big Fat Greek Wedding 2,2016,https://boxd.it/agDPxR,3,,7/4/2025
7/9/2025,Sunshine,2007,https://boxd.it/agDQlx,4,,7/8/2025
7/10/2025,Good Will Hunting,1997,https://boxd.it/ah2he7,5,Yes,7/8/2025
7/12/2025,Brokeback Mountain,2005,https://boxd.it/aixO3d,4.5,Yes,7/9/2025
7/12/2025,Rounders,1998,https://boxd.it/aixOWH,3,,7/10/2025
7/12/2025,Harry Potter and the Goblet of Fire,2005,https://boxd.it/aiKKDR,4,Yes,7/11/2025
7/13/2025,Drop,2025,https://boxd.it/ajF0wT,2.5,,7/11/2025
7/13/2025,Sinners,2025,https://boxd.it/ajF1jr,4.5,,7/12/2025
7/15/2025,Scream,1996,https://boxd.it/akIgG1,4.5,Yes,7/13/2025
7/15/2025,War of the Worlds,2005,https://boxd.it/akIx3b,3.5,,7/13/2025
7/16/2025,The Talented Mr. Ripley,1999,https://boxd.it/alBb0J,4,,7/14/2025
7/18/2025,The Silence of the Lambs,1991,https://boxd.it/anpUXF,5,Yes,7/15/2025
7/18/2025,Finding Nemo,2003,https://boxd.it/anpVtr,4.5,Yes,7/16/2025
7/18/2025,Sherlock Holmes,2009,https://boxd.it/anpW6t,3.5,,7/17/2025
7/21/2025,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/apTNml,4,Yes,7/20/2025
7/23/2025,Kimi,2022,https://boxd.it/ar3xRL,3.5,,7/21/2025
7/23/2025,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/ar3yw5,4,Yes,7/22/2025
7/24/2025,The Amateur,2025,https://boxd.it/as9FCb,2.5,,7/22/2025
7/24/2025,Charlie and the Chocolate Factory,2005,https://boxd.it/as9JI3,3.5,Yes,7/23/2025
