Year,Box_Office_Rank,Name,   Worldwide   ,   Domestic   ,   Foreign   
2004,34,Alexander," $167,298,192.00 "," $34,297,191.00 "," $133,001,001.00 "
2004,35,The Phantom of the Opera," $154,648,887.00 "," $51,268,815.00 "," $103,380,072.00 "
2004,36,Kill Bill: Vol. 2," $154,116,796.00 "," $66,208,183.00 "," $87,908,613.00 "
2004,37,Home on the Range," $145,358,062.00 "," $50,030,461.00 "," $95,327,601.00 "
2004,38,The SpongeBob SquarePants Movie," $140,192,993.00 "," $85,417,988.00 "," $54,775,005.00 "
2004,39,The Princess Diaries 2: Royal Engagement," $134,734,481.00 "," $95,170,481.00 "," $39,564,000.00 "
2004,40,Blade: Trinity," $131,883,935.00 "," $52,411,906.00 "," $79,472,029.00 "
2004,41,Man on Fire," $130,834,852.00 "," $77,911,774.00 "," $52,923,078.00 "
2004,42,Mean Girls," $130,125,829.00 "," $86,058,055.00 "," $44,067,774.00 "
2004,43,Resident Evil: Apocalypse," $129,342,769.00 "," $51,201,453.00 "," $78,141,316.00 "
2004,44,Ray," $123,971,376.00 "," $75,331,600.00 "," $48,639,776.00 "
2004,45,The Notebook," $117,812,623.00 "," $81,001,787.00 "," $36,810,836.00 "
2004,46,The Forgotten," $117,592,831.00 "," $67,133,509.00 "," $50,459,322.00 "
2004,47,Finding Neverland," $116,650,613.00 "," $51,680,613.00 "," $64,970,000.00 "
2004,48,The Chronicles of Riddick," $115,900,534.00 "," $57,761,012.00 "," $58,139,522.00 "
2004,49,Closer," $115,505,027.00 "," $33,987,757.00 "," $81,517,270.00 "
2004,50,White Chicks," $113,086,475.00 "," $70,831,760.00 "," $42,254,715.00 "
2004,51,Sideways," $109,706,931.00 "," $71,503,593.00 "," $38,203,338.00 "
2004,52,Hidalgo," $108,040,622.00 "," $67,303,450.00 "," $40,737,172.00 "
2004,53,The Stepford Wives," $103,370,127.00 "," $59,484,742.00 "," $43,885,385.00 "
2004,54,Saw," $103,096,345.00 "," $55,185,045.00 "," $47,911,300.00 "
2004,55,Dawn of the Dead," $102,278,712.00 "," $59,020,957.00 "," $43,257,755.00 "
2004,56,Kung Fu Hustle," $100,912,445.00 "," $17,108,591.00 "," $83,803,854.00 "
2004,57,Ladder 49," $100,572,044.00 "," $74,541,707.00 "," $26,030,337.00 "
2004,58,Hellboy," $99,318,987.00 "," $59,623,958.00 "," $39,695,029.00 "
2004,59,The Butterfly Effect," $96,693,417.00 "," $57,938,693.00 "," $38,754,724.00 "
2004,60,Christmas with the Kranks," $96,572,480.00 "," $73,780,539.00 "," $22,791,941.00 "
2004,61,13 Going on 30," $96,455,697.00 "," $57,231,747.00 "," $39,223,950.00 "
2004,62,The Manchurian Candidate," $96,105,910.00 "," $65,955,630.00 "," $30,150,280.00 "
2004,63,Secret Window," $92,913,171.00 "," $48,022,900.00 "," $44,890,271.00 "
2004,64,House of Flying Daggers," $92,863,945.00 "," $11,050,094.00 "," $81,813,851.00 "
2004,65,Downfall," $92,181,574.00 "," $5,509,040.00 "," $86,672,534.00 "
2004,66,Anchorman: The Legend of Ron Burgundy," $90,649,730.00 "," $85,288,303.00 "," $5,361,427.00 "
2004,67,Catwoman," $82,102,379.00 "," $40,202,379.00 "," $41,900,000.00 "
2004,68,The Chorus," $82,032,134.00 "," $2,087,128.00 "," $79,945,006.00 "
2004,69,Exorcist: The Beginning," $78,110,021.00 "," $41,821,986.00 "," $36,288,035.00 "
2004,70,The Ladykillers," $76,665,191.00 "," $39,799,191.00 "," $36,866,000.00 "
2004,71,(T)Raumschiff Surprise - Periode 1," $76,341,401.00 ",," $76,341,401.00 "
2004,72,Tae Guk Gi: The Brotherhood of War," $76,287,982.00 "," $1,111,061.00 "," $75,176,921.00 "
2004,73,Eternal Sunshine of the Spotless Mind," $74,036,715.00 "," $34,400,301.00 "," $39,636,414.00 "
2004,74,Crying Out Love in the Center of the World," $73,611,055.00 ",," $73,611,055.00 "
2004,75,Without a Paddle," $73,029,190.00 "," $58,169,327.00 "," $14,859,863.00 "
2004,76,Around the World in 80 Days," $72,178,895.00 "," $24,008,137.00 "," $48,170,758.00 "
2004,77,Anacondas: The Hunt for the Blood Orchid," $70,992,898.00 "," $32,238,923.00 "," $38,753,975.00 "
2004,78,Taxi 2004 Re-release," $70,778,329.00 "," $36,611,066.00 "," $34,167,263.00 "
2004,79,A Cinderella Story," $70,067,909.00 "," $51,438,175.00 "," $18,629,734.00 "
2004,80,A Very Long Engagement," $69,424,389.00 "," $6,524,389.00 "," $62,900,000.00 "
2004,81,Barbershop 2: Back in Business," $65,991,448.00 "," $65,111,277.00 "," $880,171.00 "
2004,82,Taking Lives," $65,470,529.00 "," $32,682,342.00 "," $32,788,187.00 "
2004,83,Miracle," $64,445,708.00 "," $64,378,093.00 "," $67,615.00 "
2004,84,After the Sunset," $62,657,868.00 "," $28,331,233.00 "," $34,326,635.00 "
2004,85,Two Brothers," $62,172,050.00 "," $19,176,754.00 "," $42,995,296.00 "
2004,86,Friday Night Lights," $61,950,770.00 "," $61,255,921.00 "," $694,849.00 "
2004,87,In Good Company," $61,315,215.00 "," $45,806,659.00 "," $15,508,556.00 "
2004,88,Sky Captain and the World of Tomorrow," $57,947,036.00 "," $37,762,677.00 "," $20,184,359.00 "
2004,89,Cellular," $57,678,321.00 "," $32,003,620.00 "," $25,674,701.00 "
2004,90,The Motorcycle Diaries," $57,663,224.00 "," $16,781,387.00 "," $40,881,837.00 "
2004,91,Seven Dwarves," $57,410,311.00 ",," $57,410,311.00 "
2004,92,Walking Tall," $57,223,890.00 "," $46,437,717.00 "," $10,786,173.00 "
2004,93,Spanglish," $55,470,154.00 "," $42,726,869.00 "," $12,743,285.00 "
2004,94,The Punisher," $54,700,105.00 "," $33,810,189.00 "," $20,889,916.00 "
2004,95,Open Water," $54,683,487.00 "," $30,610,863.00 "," $24,072,624.00 "
2004,96,Team America: World Police," $50,826,898.00 "," $32,786,074.00 "," $18,040,824.00 "
2004,97,You Got Served," $50,576,805.00 "," $40,363,810.00 "," $10,212,995.00 "
2004,98,Raising Helen," $49,718,611.00 "," $37,486,512.00 "," $12,232,099.00 "
2004,99,Fat Albert," $48,551,322.00 "," $48,116,322.00 "," $435,000.00 "
2004,100,Be with You," $46,616,207.00 ",," $46,616,207.00 "
2004,101,Napoleon Dynamite," $46,118,097.00 "," $44,540,956.00 "," $1,577,141.00 "
2004,102,The Sea Inside," $43,685,449.00 "," $2,104,923.00 "," $41,580,526.00 "
2004,103,Wimbledon," $41,682,237.00 "," $17,001,133.00 "," $24,681,104.00 "
2004,104,Twisted," $40,954,603.00 "," $25,198,598.00 "," $15,756,005.00 "
2004,105,Bad Education," $40,350,837.00 "," $5,211,842.00 "," $35,138,995.00 "
2004,106,Crimson Rivers 2: Angels of the Apocalypse," $40,152,148.00 "," $152,148.00 "," $40,000,000.00 "
2004,107,The Prince and Me," $37,666,766.00 "," $28,176,497.00 "," $9,490,269.00 "
2004,108,Garden State," $35,825,316.00 "," $26,782,316.00 "," $9,043,000.00 "
2004,109,Jersey Girl," $35,492,921.00 "," $25,268,157.00 "," $10,224,764.00 "
2004,110,Alfie," $35,060,882.00 "," $13,399,812.00 "," $21,661,070.00 "
2004,111,Flight of the Phoenix," $35,021,497.00 "," $21,009,180.00 "," $14,012,317.00 "
2004,112,The Life Aquatic with Steve Zissou," $34,808,403.00 "," $24,020,403.00 "," $10,788,000.00 "
2004,113,Pokémon the Movie: Destiny Deoxys," $34,337,258.00 ",," $34,337,258.00 "
2004,114,Hotel Rwanda," $33,882,243.00 "," $23,530,892.00 "," $10,351,351.00 "
2004,115,Confessions of a Teenage Drama Queen," $33,251,890.00 "," $29,331,068.00 "," $3,920,822.00 "
2004,116,Night Watch," $32,396,890.00 ",," $32,396,890.00 "
2004,117,Johnson Family Vacation," $31,326,183.00 "," $31,203,964.00 "," $122,219.00 "
2004,118,The Girl Next Door," $30,381,722.00 "," $14,589,444.00 "," $15,792,278.00 "
2004,119,Godsend," $30,120,671.00 "," $14,379,751.00 "," $15,740,920.00 "
2004,120,Shaun of the Dead," $30,076,102.00 "," $13,542,874.00 "," $16,533,228.00 "
2004,121,Yu-Gi-Oh!: The Movie - Pyramid of Light," $29,144,802.00 "," $19,765,868.00 "," $9,378,934.00 "
2004,122,Agent Cody Banks 2: Destination London," $28,818,995.00 "," $23,630,159.00 "," $5,188,836.00 "
2004,123,Thunderbirds," $28,283,637.00 "," $6,880,917.00 "," $21,402,720.00 "
2004,124,Dirty Dancing: Havana Nights," $27,685,016.00 "," $14,161,590.00 "," $13,523,426.00 "
2004,125,Ella Enchanted," $27,388,767.00 "," $22,918,387.00 "," $4,470,380.00 "
2004,126,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey," $26,663,978.00 ",," $26,663,978.00 "
2004,127,The Whole Ten Yards," $26,170,671.00 "," $16,328,471.00 "," $9,842,200.00 "
2004,128,The Alamo," $25,819,961.00 "," $22,414,961.00 "," $3,405,000.00 "
2004,129,Seed of Chucky," $24,829,644.00 "," $17,083,732.00 "," $7,745,912.00 "
2004,130,Bride & Prejudice," $24,716,440.00 "," $6,605,592.00 "," $18,110,848.00 "
2004,131,Podium," $24,511,116.00 ",," $24,511,116.00 "
2004,132,Harold & Kumar Go to White Castle," $23,936,908.00 "," $18,250,550.00 "," $5,686,358.00 "
2004,133,Birth," $23,925,492.00 "," $5,095,038.00 "," $18,830,454.00 "
2004,134,Christmas in Love," $22,668,087.00 ",," $22,668,087.00 "
2004,135,Detective Conan: Magician of the Silver Sky," $22,618,511.00 ",," $22,618,511.00 "
2004,136,EuroTrip," $22,605,153.00 "," $17,771,387.00 "," $4,833,766.00 "
2004,137,Quill: The Life of a Guide Dog," $22,298,559.00 ",," $22,298,559.00 "
2004,138,NASCAR: The IMAX Experience," $22,248,831.00 "," $21,583,831.00 "," $665,000.00 "
2004,139,Little Black Book," $22,035,509.00 "," $20,698,668.00 "," $1,336,841.00 "
2004,140,Do You Know Claudia?," $21,852,972.00 ",," $21,852,972.00 "
2004,141,Mr. 3000," $21,839,377.00 "," $21,811,187.00 "," $28,190.00 "
2004,142,Wicker Park," $21,568,818.00 "," $13,001,257.00 "," $8,567,561.00 "
2004,143,Win a Date with Tad Hamilton!," $21,513,434.00 "," $17,071,962.00 "," $4,441,472.00 "
2004,144,The Merchant of Venice," $21,417,725.00 "," $3,765,585.00 "," $17,652,140.00 "
2004,145,New York Minute," $21,289,826.00 "," $14,071,441.00 "," $7,218,385.00 "
2004,146,Mindhunters," $21,148,829.00 "," $4,480,744.00 "," $16,668,085.00 "
2004,147,G.O.R.A.," $20,839,049.00 ",," $20,839,049.00 "
2004,148,Super Size Me," $20,645,757.00 "," $11,536,423.00 "," $9,109,334.00 "
2004,149,The 11 Commandments," $20,537,839.00 ",," $20,537,839.00 "
2004,150,Ladies in Lavender," $20,377,075.00 "," $6,765,081.00 "," $13,611,994.00 "
2004,151,Melinda and Melinda," $20,129,327.00 "," $3,826,280.00 "," $16,303,047.00 "
2004,152,I Heart Huckabees," $20,072,172.00 "," $12,785,432.00 "," $7,286,740.00 "
2004,153,2046," $19,470,239.00 "," $1,444,588.00 "," $18,025,651.00 "
2004,154,Vanity Fair," $19,463,185.00 "," $16,136,476.00 "," $3,326,709.00 "
2004,155,Windstruck," $19,225,992.00 ",," $19,225,992.00 "
2004,156,The Corsican File," $18,922,216.00 ",," $18,922,216.00 "
2004,157,Swing Girls," $18,758,613.00 ",," $18,758,613.00 "
2004,158,Look at Me," $18,729,751.00 "," $1,737,308.00 "," $16,992,443.00 "
2004,159,De-Lovely," $18,611,951.00 "," $13,456,633.00 "," $5,155,318.00 "
2004,160,My Baby's Daddy," $18,490,423.00 "," $17,669,317.00 "," $821,106.00 "
2004,161,Quai des illusions," $18,291,248.00 ",," $18,291,248.00 "
2004,162,Kinsey," $17,050,017.00 "," $10,254,979.00 "," $6,795,038.00 "
2004,163,Catch That Kid," $16,951,702.00 "," $16,703,799.00 "," $247,903.00 "
2004,164,Paparazzi," $16,796,512.00 "," $15,714,234.00 "," $1,082,278.00 "
2004,165,One Missed Call," $16,367,880.00 ",," $16,367,880.00 "
2004,166,"Nin x Nin: Ninja Hattori-kun, the Movie"," $16,351,134.00 ",," $16,351,134.00 "
2004,167,What the #$*! Do We (K)now!?," $15,998,178.00 "," $10,942,306.00 "," $5,055,872.00 "
2004,168,Before Sunset," $15,849,759.00 "," $5,820,649.00 "," $10,029,110.00 "
2004,169,Lucky Luke and the Daltons," $15,823,762.00 ",," $15,823,762.00 "
2004,170,Surviving Christmas," $15,125,687.00 "," $11,663,156.00 "," $3,462,531.00 "
2004,171,The Last Trapper," $14,905,929.00 ",," $14,905,929.00 "
2004,172,Raise Your Voice," $14,867,514.00 "," $10,411,980.00 "," $4,455,534.00 "
2004,173,Soul Plane," $14,821,824.00 "," $14,190,750.00 "," $631,074.00 "
2004,174,Half a Confession," $14,638,660.00 ",," $14,638,660.00 "
2004,175,Welcome to Mooseport," $14,615,099.00 "," $14,470,947.00 "," $144,152.00 "
2004,176,Envy," $14,494,036.00 "," $13,562,325.00 "," $931,711.00 "
2004,177,Being Julia," $14,339,171.00 "," $7,739,049.00 "," $6,600,122.00 "
2004,178,Vizontele Tuuba," $13,954,476.00 ",," $13,954,476.00 "
2004,179,French Spies," $13,844,465.00 ",," $13,844,465.00 "
2004,180,Der Wixxer," $13,607,165.00 ",," $13,607,165.00 "
2004,181,One Piece: The Cursed Holy Sword," $13,422,333.00 ",," $13,422,333.00 "
2004,182,Umizaru," $13,361,623.00 ",," $13,361,623.00 "
2004,183,RRRrrrr!!!," $13,315,054.00 "," $54,361.00 "," $13,260,693.00 "
2004,184,Vera Drake," $13,267,869.00 "," $3,775,283.00 "," $9,492,586.00 "
2004,185,Mariages!," $12,991,310.00 ",," $12,991,310.00 "
2004,186,Maria Full of Grace," $12,594,630.00 "," $6,529,624.00 "," $6,065,006.00 "
2004,187,Breakin' All the Rules," $12,544,254.00 "," $12,264,319.00 "," $279,935.00 "
2004,188,The Clearing," $12,520,799.00 "," $5,763,875.00 "," $6,756,924.00 "
2004,189,Casshern," $12,353,768.00 ",," $12,353,768.00 "
2004,190,Chasing Liberty," $12,313,323.00 "," $12,195,626.00 "," $117,697.00 "
2004,191,Don't Move," $12,071,007.00 "," $337,265.00 "," $11,733,742.00 "
2004,192,Kureyon Shin-chan 2004 Re-release," $12,066,375.00 ",," $12,066,375.00 "
2004,193,The Cookout," $12,009,070.00 "," $11,814,019.00 "," $195,051.00 "
2004,194,Layer Cake," $11,850,214.00 "," $2,339,957.00 "," $9,510,257.00 "
2004,195,Suspect Zero," $11,416,075.00 "," $8,725,813.00 "," $2,690,262.00 "
2004,196,Connie and Carla," $11,341,016.00 "," $8,085,771.00 "," $3,255,245.00 "
2004,197,Naruto the Movie: Ninja Clash in the Land of Snow," $11,141,307.00 ",," $11,141,307.00 "
2004,198,Head-On," $11,030,861.00 "," $435,395.00 "," $10,595,466.00 "
2004,199,District B13," $10,976,892.00 "," $1,200,216.00 "," $9,776,676.00 "
2004,200,The Perfect Score," $10,898,337.00 "," $10,391,003.00 "," $507,334.00 "
2005,1,Harry Potter and the Goblet of Fire," $895,921,036.00 "," $290,013,036.00 "," $605,908,000.00 "
2005,2,Star Wars: Episode III - Revenge of the Sith," $868,352,530.00 "," $380,270,577.00 "," $488,081,953.00 "
2005,3,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"," $745,013,115.00 "," $291,710,957.00 "," $453,302,158.00 "
2005,4,War of the Worlds," $603,873,119.00 "," $234,280,354.00 "," $369,592,765.00 "
2005,5,King Kong," $556,906,378.00 "," $218,080,025.00 "," $338,826,353.00 "
2005,6,Madagascar," $542,063,846.00 "," $193,595,521.00 "," $348,468,325.00 "
2005,7,Mr. & Mrs. Smith," $487,287,646.00 "," $186,336,279.00 "," $300,951,367.00 "
2005,8,Charlie and the Chocolate Factory," $474,968,763.00 "," $206,459,076.00 "," $268,509,687.00 "
2005,9,Batman Begins," $371,853,783.00 "," $205,343,774.00 "," $166,510,009.00 "
2005,10,Hitch," $371,594,210.00 "," $179,495,555.00 "," $192,098,655.00 "
2005,11,Fantastic Four," $333,535,934.00 "," $154,696,080.00 "," $178,839,854.00 "
2005,12,Chicken Little," $314,432,837.00 "," $135,386,665.00 "," $179,046,172.00 "
2005,13,Wedding Crashers," $288,467,645.00 "," $209,255,921.00 "," $79,211,724.00 "
2005,14,Robots," $262,511,490.00 "," $128,200,012.00 "," $134,311,478.00 "
2005,15,Constantine," $230,884,728.00 "," $75,976,178.00 "," $154,908,550.00 "
2005,16,Flightplan," $223,387,299.00 "," $89,707,299.00 "," $133,680,000.00 "
2005,17,Kingdom of Heaven," $218,122,627.00 "," $47,398,413.00 "," $170,724,214.00 "
2005,18,Fun with Dick and Jane," $204,681,899.00 "," $110,332,737.00 "," $94,349,162.00 "
2005,19,The Pacifier," $198,636,868.00 "," $113,086,868.00 "," $85,550,000.00 "
2005,20,Wallace & Gromit: The Curse of the Were-Rabbit," $194,111,171.00 "," $56,110,897.00 "," $138,000,274.00 "
2005,21,The Longest Yard," $191,466,556.00 "," $158,119,460.00 "," $33,347,096.00 "
2005,22,Walk the Line," $186,797,986.00 "," $119,519,402.00 "," $67,278,584.00 "
2005,23,Brokeback Mountain," $178,062,759.00 "," $83,043,761.00 "," $95,018,998.00 "
2005,24,The 40-Year-Old Virgin," $177,378,645.00 "," $109,449,237.00 "," $67,929,408.00 "
2005,25,The Ring Two," $163,995,949.00 "," $76,231,249.00 "," $87,764,700.00 "
2005,26,The Island," $162,949,164.00 "," $35,818,913.00 "," $127,130,251.00 "
2005,27,The Interpreter," $162,944,923.00 "," $72,708,161.00 "," $90,236,762.00 "
2005,28,Memoirs of a Geisha," $162,242,962.00 "," $57,490,508.00 "," $104,752,454.00 "
2005,29,Sin City," $158,733,820.00 "," $74,103,820.00 "," $84,630,000.00 "
2005,30,Monster-in-Law," $155,457,327.00 "," $82,931,301.00 "," $72,526,026.00 "
2005,31,Saw II," $147,748,505.00 "," $87,039,965.00 "," $60,708,540.00 "
2005,32,The Exorcism of Emily Rose," $145,166,804.00 "," $75,072,454.00 "," $70,094,350.00 "
2005,33,Herbie Fully Loaded," $144,146,816.00 "," $66,023,816.00 "," $78,123,000.00 "
2005,34,The Legend of Zorro," $142,400,065.00 "," $46,464,023.00 "," $95,936,042.00 "
2005,35,Bewitched," $131,426,169.00 "," $63,313,159.00 "," $68,113,010.00 "
2005,36,Munich," $130,982,129.00 "," $47,403,685.00 "," $83,578,444.00 "
2005,37,Cheaper by the Dozen 2," $130,154,568.00 "," $82,571,173.00 "," $47,583,395.00 "
2005,38,March of the Penguins," $127,392,693.00 "," $77,437,223.00 "," $49,955,470.00 "
2005,39,Nanny McPhee," $123,276,807.00 "," $47,144,110.00 "," $76,132,697.00 "
2005,40,Hide and Seek," $123,204,920.00 "," $51,100,486.00 "," $72,104,434.00 "
2005,41,Pride & Prejudice," $121,616,555.00 "," $38,405,088.00 "," $83,211,467.00 "
2005,42,Sahara," $119,240,351.00 "," $68,671,925.00 "," $50,568,426.00 "
2005,43,Corpse Bride," $118,090,836.00 "," $53,359,111.00 "," $64,731,725.00 "
2005,44,The Dukes of Hazzard," $111,069,515.00 "," $80,270,227.00 "," $30,799,288.00 "
2005,45,Hoodwinked," $110,013,167.00 "," $51,386,611.00 "," $58,626,556.00 "
2005,46,Cinderella Man," $108,539,911.00 "," $61,649,911.00 "," $46,890,000.00 "
2005,47,The Amityville Horror," $107,516,369.00 "," $65,233,369.00 "," $42,283,000.00 "
2005,48,The Brothers Grimm," $105,316,267.00 "," $37,916,267.00 "," $67,400,000.00 "
2005,49,The Hitchhiker's Guide to the Galaxy," $104,478,416.00 "," $51,085,416.00 "," $53,393,000.00 "
2005,50,Guess Who," $103,121,466.00 "," $68,915,888.00 "," $34,205,578.00 "
2005,51,Just Like Heaven," $102,854,431.00 "," $48,318,130.00 "," $54,536,301.00 "
2005,52,Miss Congeniality 2: Armed & Fabulous," $101,393,569.00 "," $48,478,006.00 "," $52,915,563.00 "
2005,53,Crash," $98,410,061.00 "," $54,580,300.00 "," $43,829,761.00 "
2005,54,Are We There Yet?," $97,918,663.00 "," $82,674,398.00 "," $15,244,265.00 "
2005,55,Jarhead," $97,076,152.00 "," $62,658,220.00 "," $34,417,932.00 "
2005,56,Red Eye," $96,258,201.00 "," $57,891,803.00 "," $38,366,398.00 "
2005,57,Be Cool," $95,763,716.00 "," $56,046,979.00 "," $39,716,737.00 "
2005,58,The Skeleton Key," $93,983,911.00 "," $47,907,715.00 "," $46,076,196.00 "
2005,59,Syriana," $93,974,620.00 "," $50,824,620.00 "," $43,150,000.00 "
2005,60,The Family Stone," $92,884,429.00 "," $60,062,868.00 "," $32,821,561.00 "
2005,61,Four Brothers," $92,374,674.00 "," $74,494,381.00 "," $17,880,293.00 "
2005,62,White Noise," $91,196,419.00 "," $56,386,759.00 "," $34,809,660.00 "
2005,63,Racing Stripes," $90,754,475.00 "," $49,772,522.00 "," $40,981,953.00 "
2005,64,Transporter 2," $89,083,229.00 "," $43,095,856.00 "," $45,987,373.00 "
2005,65,Rumor Has It...," $88,933,562.00 "," $43,000,262.00 "," $45,933,300.00 "
2005,66,Sky High," $86,369,815.00 "," $63,946,815.00 "," $22,423,000.00 "
2005,67,Match Point," $85,638,656.00 "," $23,151,529.00 "," $62,487,127.00 "
2005,68,In Her Shoes," $83,697,473.00 "," $32,880,591.00 "," $50,816,882.00 "
2005,69,The Constant Gardener," $82,466,670.00 "," $33,579,797.00 "," $48,886,873.00 "
2005,70,Stealth," $79,268,322.00 "," $32,116,746.00 "," $47,151,576.00 "
2005,71,Hostage," $77,608,617.00 "," $34,639,939.00 "," $42,968,678.00 "
2005,72,Coach Carter," $76,669,554.00 "," $67,264,877.00 "," $9,404,677.00 "
2005,73,The King and the Clown," $74,466,867.00 ",," $74,466,867.00 "
2005,74,"Yours, Mine & Ours"," $72,662,923.00 "," $53,412,862.00 "," $19,250,061.00 "
2005,75,Lord of War," $72,617,068.00 "," $24,149,632.00 "," $48,467,436.00 "
2005,76,The Adventures of Sharkboy and Lavagirl 3-D," $71,992,655.00 "," $39,177,684.00 "," $32,814,971.00 "
2005,77,xXx: State of the Union," $71,410,636.00 "," $26,873,932.00 "," $44,536,704.00 "
2005,78,House of Wax," $68,766,121.00 "," $32,064,800.00 "," $36,701,321.00 "
2005,79,Prime," $67,937,494.00 "," $22,827,153.00 "," $45,110,341.00 "
2005,80,Boogeyman," $67,192,859.00 "," $46,752,382.00 "," $20,440,477.00 "
2005,81,Zathura: A Space Adventure," $65,079,104.00 "," $29,258,869.00 "," $35,820,235.00 "
2005,82,Valiant," $61,746,888.00 "," $19,478,106.00 "," $42,268,782.00 "
2005,83,A History of Violence," $61,385,065.00 "," $31,504,633.00 "," $29,880,432.00 "
2005,84,Son of the Mask," $59,981,548.00 "," $17,018,422.00 "," $42,963,126.00 "
2005,85,Must Love Dogs," $58,231,520.00 "," $43,894,863.00 "," $14,336,657.00 "
2005,86,Doom," $58,072,119.00 "," $28,212,337.00 "," $29,859,782.00 "
2005,87,Derailed," $57,479,076.00 "," $36,024,076.00 "," $21,455,000.00 "
2005,88,The Descent," $57,051,053.00 "," $26,024,456.00 "," $31,026,597.00 "
2005,89,Elektra," $56,995,646.00 "," $24,409,722.00 "," $32,585,924.00 "
2005,90,Kicking & Screaming," $56,070,433.00 "," $52,842,724.00 "," $3,227,709.00 "
2005,91,"Good Night, and Good Luck."," $54,641,191.00 "," $31,558,003.00 "," $23,083,188.00 "
2005,92,Æon Flux," $53,321,673.00 "," $25,874,337.00 "," $27,447,336.00 "
2005,93,Pooh's Heffalump Movie," $52,858,433.00 "," $18,098,433.00 "," $34,760,000.00 "
2005,94,Elizabethtown," $52,164,016.00 "," $26,850,426.00 "," $25,313,590.00 "
2005,95,Just Friends," $50,912,434.00 "," $32,619,671.00 "," $18,292,763.00 "
2005,96,Unleashed," $50,871,113.00 "," $24,537,621.00 "," $26,333,492.00 "
2005,97,Diary of a Mad Black Woman," $50,652,203.00 "," $50,633,099.00 "," $19,104.00 "
2005,98,Fever Pitch," $50,605,163.00 "," $42,071,069.00 "," $8,534,094.00 "
2005,99,Capote," $49,327,405.00 "," $28,750,530.00 "," $20,576,875.00 "
2005,100,Broken Flowers," $47,329,961.00 "," $13,744,960.00 "," $33,585,001.00 "
2005,101,The Wedding Date," $47,096,206.00 "," $31,726,995.00 "," $15,369,211.00 "
2005,102,Land of the Dead," $47,074,133.00 "," $20,700,082.00 "," $26,374,051.00 "
2005,103,Get Rich or Die Tryin'," $46,563,961.00 "," $30,985,352.00 "," $15,578,609.00 "
2005,104,The Fog," $46,201,432.00 "," $29,550,869.00 "," $16,650,563.00 "
2005,105,Into the Blue," $46,117,696.00 "," $18,801,234.00 "," $27,316,462.00 "
2005,106,Deuce Bigalow: European Gigolo," $45,109,561.00 "," $22,400,154.00 "," $22,709,407.00 "
2005,107,Dark Water 2005 Re-release," $44,347,079.00 "," $25,473,352.00 "," $18,873,727.00 "
2005,108,A Lot Like Love," $42,886,719.00 "," $21,845,719.00 "," $21,041,000.00 "
2005,109,Oliver Twist," $42,580,321.00 "," $2,080,321.00 "," $40,500,000.00 "
2005,110,The Sisterhood of the Traveling Pants," $42,013,878.00 "," $39,053,061.00 "," $2,960,817.00 "
2005,111,Serenity," $40,445,129.00 "," $25,514,517.00 "," $14,930,612.00 "
2005,112,The Ringer," $40,442,443.00 "," $35,428,675.00 "," $5,013,768.00 "
2005,113,Magnificent Desolation: Walking on the Moon," $40,339,402.00 "," $34,137,524.00 "," $6,201,878.00 "
2005,114,Otoko-tachi no Yamato," $39,287,114.00 ",," $39,287,114.00 "
2005,115,Dreamer," $38,741,732.00 "," $32,751,093.00 "," $5,990,639.00 "
2005,116,Always: Sunset on Third Street," $38,573,583.00 ",," $38,573,583.00 "
2005,117,The Producers," $38,075,318.00 "," $19,398,532.00 "," $18,676,786.00 "
2005,118,Casanova," $37,691,644.00 "," $11,304,403.00 "," $26,387,241.00 "
2005,119,Beauty Shop," $37,245,453.00 "," $36,351,350.00 "," $894,103.00 "
2005,120,Pokémon: Lucario and the Mystery of Mew," $37,228,626.00 ",," $37,228,626.00 "
2005,121,Negotiator: Mashita Masayoshi," $36,733,286.00 ",," $36,733,286.00 "
2005,122,Assault on Precinct 13," $35,294,470.00 "," $20,040,895.00 "," $15,253,575.00 "
2005,123,Nana," $34,671,042.00 ",," $34,671,042.00 "
2005,124,Wild Safari - A South African Adventure," $34,257,135.00 "," $16,621,530.00 "," $17,635,605.00 "
2005,125,Bad News Bears," $34,252,847.00 "," $32,868,349.00 "," $1,384,498.00 "
2005,126,Because of Winn-Dixie," $33,589,427.00 "," $32,647,042.00 "," $942,385.00 "
2005,127,The Cave," $33,296,457.00 "," $15,007,991.00 "," $18,288,466.00 "
2005,128,Marathon," $33,284,089.00 ",," $33,284,089.00 "
2005,129,The Brice Man," $33,026,616.00 ",," $33,026,616.00 "
2005,130,Cry Wolf," $32,586,408.00 "," $10,047,674.00 "," $22,538,734.00 "
2005,131,The Suspect: Muroi Shinji," $32,104,229.00 ",," $32,104,229.00 "
2005,132,Marrying the Mafia 2: Enemy-in-Law," $31,835,989.00 ",," $31,835,989.00 "
2005,133,Welcome to Dongmakgol," $31,787,130.00 ",," $31,787,130.00 "
2005,134,Rent," $31,670,620.00 "," $29,077,547.00 "," $2,593,073.00 "
2005,135,The New World 2005 Re-release," $31,510,855.00 "," $12,712,093.00 "," $18,798,762.00 "
2005,136,Train Man," $31,090,100.00 ",," $31,090,100.00 "
2005,137,The Promise," $30,925,693.00 "," $669,625.00 "," $30,256,068.00 "
